Título,Preço,Tipo,Rua,Bairro,CEP,Latitude,Longitude,Tipo Vendedor,Quartos,Suítes,Área Útil (m2),Área Total (m2),Vagas,Taxa Condomínio,IPTU,Data Coleta,Education,Entertainment,Financial,Healthcare,Sustenance,Transportation,Others
Apartamento  em Poco da Panela,840000,Residencial,Rua Tapacura,Poco da Panela,52061140,-8.0310293,-34.9275023,Imobiliária,4,2,139,,2,900,,2017-04-09 23:36:11.482532,,,,,,,
Loja Shopping/Ct Comercial com copa e estacionamento visitantes em Boa Viagem,2250000,Comercial,Avenida Conselheiro Aguiar,Boa Viagem,51020021,-8.0998687,-34.8860537,Imobiliária,0,0,,201,4,900,,2017-04-09 23:36:11.731712,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,729000,Residencial,Avenida Visconde de Jequitinhonha,Boa Viagem,51030020,,,Imobiliária,4,2,130,,2,900,,2017-04-09 23:36:11.760006,,,,,,,
Apartamento com piscina e playground em Boa Viagem,921000,Residencial,Rua Luís de Farias Barbosa,Boa Viagem,51020110,-14.235004,-51.92528,Imobiliária,4,2,136,136,2,900,,2017-04-09 23:36:11.800953,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,960000,Residencial,Rua Félix de Brito Melo,Boa Viagem,51020260,-8.1158228,-34.8996515,Imobiliária,4,3,149,,2,900,,2017-04-09 23:36:11.885732,,,,,,,
Apartamento com piscina e churrasqueira em Torreao,370000,Residencial,,Torreao,,,,Imobiliária,2,1,56,56,1,900,,2017-04-09 23:36:12.021363,,,,,,,
Apartamento com piscina e churrasqueira em Boa Vista,275000,Residencial,Rua Capitão Rui Lucena,Boa Vista,50070080,,,Imobiliária,1,0,38,38,1,900,,2017-04-09 23:36:12.030068,,,,,,,
Apartamento com piscina e frente para o mar em Boa Viagem,1900000,Residencial,Avenida Boa Viagem,Boa Viagem,51130000,-8.1229878,-34.8964499,Imobiliária,4,2,260,,3,900,,2017-04-09 23:36:12.115256,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,2750000,Residencial,Avenida Boa Viagem,Boa Viagem,51011000,-8.0946973,-34.8828133,Imobiliária,4,4,204,204,3,900,,2017-04-09 23:36:12.131349,,,,,,,
Flat com piscina e sala de ginástica em Piedade,170000,Comercial,Não Informado,Piedade,,,,Imobiliária,1,1,30,30,1,900,,2017-04-09 23:36:12.241394,,,,,,,
Apartamento com frente para o mar e esquina em Jaqueira,1100000,Residencial,"Rua Futuro,Do",Jaqueira,52050010,-8.0349429,-34.9060314,Imobiliária,4,1,210,,2,900,2930,2017-04-09 23:36:12.298846,,,,,,,
Apartamento com piscina e sala de ginástica em Boa Viagem,250000,Residencial,,Boa Viagem,,,,Imobiliária,1,0,44,44,0,900,,2017-04-09 23:36:12.513160,,,,,,,
Apartamento com piscina e sauna em Casa Forte,900000,Residencial,Rua Jorge de Albuquerque,Casa Forte,52061100,-8.0302457,-34.926329,Imobiliária,4,3,175,,3,900,,2017-04-09 23:36:12.739002,,,,,,,
Apartamento  em Tejipio,210000,Residencial,,Tejipio,,,,Imobiliária,2,0,45,45,1,898,,2017-04-09 23:36:12.754416,,,,,,,
Apartamento com playground e salão de festas em Boa Viagem,630000,Residencial,Rua Amaro Albino Pimentel,Boa Viagem,51020120,-8.1100152,-34.8985725,Imobiliária,3,1,100,100,0,896,,2017-04-09 23:36:12.790937,,,,,,,
Apartamento com piscina e frente para o mar em Boa Viagem,3200000,Residencial,Avenida Boa Viagem,Boa Viagem,51021000,-8.1176524,-34.8935868,Imobiliária,4,4,343,343,4,890,,2017-04-09 23:36:12.865654,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,1100000,Residencial,Rua Professor José Brandão,Boa Viagem,51020180,-8.1126498,-34.893317,Imobiliária,3,2,158,158,3,890,,2017-04-09 23:36:12.887000,,,,,,,
Apartamento com playground e quadra poliesportiva em Iputinga,210000,Residencial,,Iputinga,,,,Imobiliária,3,0,68,68,1,890,,2017-04-09 23:36:12.961194,,,,,,,
Apartamento com piscina e esquina em Boa Viagem,1320000,Residencial,Rua Professor Osias Ribeiro,Boa Viagem,51111100,-8.1073219,-34.8904349,Imobiliária,3,3,150,,3,890,,2017-04-09 23:36:13.006982,,,,,,,
Apartamento  em Boa Viagem,814000,Residencial,,Boa Viagem,,,,Imobiliária,3,1,97,97,2,890,,2017-04-09 23:36:13.252310,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,990000,Residencial,Rua Félix de Brito Melo,Boa Viagem,51020260,-8.1153022,-34.9006867,Imobiliária,4,2,149,149,0,885,,2017-04-09 23:36:13.297933,,,,,,,
Apartamento com piscina e churrasqueira em Iputinga,381000,Residencial,,Iputinga,,,,Imobiliária,3,1,64,64,1,882,,2017-04-09 23:36:15.012786,,,,,,,
Apartamento  em Jaqueira,550000,Residencial,Rua Leonardo Bezerra Cavalcanti,Jaqueira,52060030,,,Imobiliária,3,1,113,113,0,880,,2017-04-09 23:36:13.343130,,,,,,,
Apartamento  em Iputinga,210000,Residencial,Rua Laurindo Rodrigues Campelo,Iputinga,50670610,-8.0482418,-34.9411067,Imobiliária,2,1,50,50,1,880,,2017-04-09 23:36:13.403992,,,,,,,
Apartamento com piscina em Madalena,525000,Residencial,Rua Manoel Bernardes,Madalena,50710350,-8.0493094,-34.9111582,Imobiliária,3,1,79,79,2,880,,2017-04-09 23:36:13.491028,,,,,,,
Apartamento com piscina e estacionamento visitantes em Casa Amarela,313449,Residencial,,Casa Amarela,,,,Imobiliária,2,1,52,52,1,880,,2017-04-09 23:36:13.516537,,,,,,,
Apartamento com salão de festas em Casa Forte,1350000,Residencial,Estrada do Encanamento,Casa Forte,52070000,-8.0314919,-34.9158071,Imobiliária,4,4,192,192,0,880,,2017-04-09 23:36:13.760045,,,,,,,
Apartamento com piscina e churrasqueira em Encruzilhada,461078,Residencial,Rua Doutor José Maria,Encruzilhada,52041000,-8.0362327,-34.8958081,Imobiliária,2,1,56,56,2,880,,2017-04-09 23:36:13.858290,,,,,,,
Apartamento com piscina e copa em Parnamirim,1150000,Residencial,Rua Padre Roma,Parnamirim,52060060,-8.0323748,-34.9069269,Imobiliária,4,2,203,,2,880,6512,2017-04-09 23:36:13.979082,,,,,,,
Apartamento com piscina e esquina em Boa Viagem,650000,Residencial,,Boa Viagem,,,,Imobiliária,3,2,115,115,2,880,,2017-04-09 23:36:14.173359,,,,,,,
Apartamento com piscina e churrasqueira em Jaqueira,465000,Residencial,Rua Ricardo Hardman,Jaqueira,52050200,-8.0360823621,-34.9000168411,Imobiliária,3,1,68,,1,880,,2017-04-09 23:36:14.238300,,,,,,,
Apartamento com piscina e sauna em Casa Forte,750000,Residencial,Rua Amaraji,Casa Forte,52060440,-8.0393274,-34.9149004,Imobiliária,3,3,120,,2,880,230,2017-04-09 23:36:14.260498,,,,,,,
Apartamento com piscina e sauna em Rosarinho,434029,Residencial,Avenida Santos Dumont,Rosarinho,52041060,-8.0291998,-34.8950464,Imobiliária,2,1,65,65,1,880,,2017-04-09 23:36:14.267056,,,,,,,
Flat com piscina em Boa Viagem,360000,Comercial,Rua dos Navegantes,Boa Viagem,51020010,-8.1318176,-34.9003913,Imobiliária,1,1,46,46,1,880,,2017-04-09 23:36:14.355561,,,,,,,
Apartamento  em Boa Viagem,310000,Residencial,Rua Jorge Couceiro da Costa Eiras,Boa Viagem,51021300,-8.1221208572,-34.9084739685,Imobiliária,2,1,52,89,1,880,,2017-04-09 23:36:14.502755,,,,,,,
Apartamento com piscina e churrasqueira em Casa Forte,1560000,Residencial,Avenida 17 de Agosto,Casa Forte,52061540,-8.0343285,-34.9212928,Imobiliária,4,4,234,,3,880,,2017-04-09 23:36:14.521448,,,,,,,
Apartamento  em Aflitos,550000,Residencial,,Aflitos,,,,Imobiliária,4,1,160,160,1,880,,2017-04-09 23:36:14.747479,,,,,,,
Apartamento com playground e salão de festas em Caxanga,416000,Residencial,Rua Vicente Zírpoli,Caxanga,50800230,-8.0309232,-34.9526212,Imobiliária,3,1,64,64,1,880,,2017-04-09 23:36:14.783917,,,,,,,
Apartamento com piscina e campo de futebol em Boa Viagem,645000,Residencial,,Boa Viagem,,,,Imobiliária,3,2,115,115,2,880,,2017-04-09 23:36:14.847489,,,,,,,
Conjunto Comercial/Sala com estacionamento visitantes em Tamarineira,220000,Comercial,Estrada do Arraial,Tamarineira,52051380,-14.235004,-51.92528,Imobiliária,0,0,56,,1,880,,2017-04-09 23:36:15.192337,,,,,,,
Apartamento com copa e playground em Derby,850000,Residencial,Rua Amaro Bezerra,Derby,52010150,-8.0534313,-34.9000866,Imobiliária,4,1,164,164,2,880,,2017-04-09 23:36:15.227181,,,,,,,
Apartamento com piscina e churrasqueira em Encruzilhada,340000,Residencial,Rua Marechal Deodoro,Encruzilhada,52030172,-8.036668,-34.8844099,Imobiliária,3,1,65,65,1,878,,2017-04-09 23:36:15.233679,,,,,,,
Apartamento  em Torreao,350000,Residencial,,Torreao,52030170,,,Imobiliária,3,1,70,70,1,872,,2017-04-09 23:36:15.342862,,,,,,,
Apartamento  em Boa Viagem,285000,Residencial,Rua Doutor Raul Lafayette,Boa Viagem,51021220,-8.1219558,-34.9010994,Imobiliária,2,0,57,68,0,872,,2017-04-09 23:36:15.657364,,,,,,,
Apartamento com piscina e esquina em Torre,549000,Residencial,,Torre,,,,Imobiliária,3,1,88,88,2,870,,2017-04-09 23:36:15.737790,,,,,,,
Apartamento com piscina e copa em Boa Viagem,1050000,Residencial,Rua Professor Osias Ribeiro,Boa Viagem,51111100,-8.1080287,-34.8893038,Imobiliária,3,2,127,127,2,870,,2017-04-09 23:36:15.779853,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,515000,Residencial,Rua Félix de Brito Melo,Boa Viagem,51020260,-8.1317303,-34.902409,Imobiliária,3,1,95,,2,870,,2017-04-09 23:36:15.786001,,,,,,,
Flat com piscina e sala de ginástica em Boa Vista,260000,Comercial,Não Informado,Boa Vista,,,,Imobiliária,1,1,41,41,1,870,,2017-04-09 23:36:15.819909,,,,,,,
Apartamento com piscina e churrasqueira em Jd S Paulo,250000,Residencial,Professor Henrique de Lucena,Jd S Paulo,50920200,-8.08811,-34.9518373,Imobiliária,3,1,60,70,1,870,1000,2017-04-09 23:36:15.851551,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,505000,Residencial,,Boa Viagem,,,,Imobiliária,2,1,56,56,0,870,,2017-04-09 23:36:15.904164,,,,,,,
Apartamento  em Boa Viagem,850000,Residencial,Avenida Boa Viagem,Boa Viagem,51011000,,,Imobiliária,3,1,144,144,1,870,,2017-04-09 23:36:16.743970,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,300000,Residencial,,Boa Viagem,,-8.0475622,-34.8769643,Imobiliária,2,1,56,,1,870,,2017-04-09 23:36:16.804403,,,,,,,
Apartamento com playground e salão de festas em Prado,355000,Residencial,Rua Manoel de Arruda Câmara,Prado,50720140,-8.0598840714,-34.9112510681,Imobiliária,2,0,75,75,2,870,,2017-04-09 23:36:16.851507,,,,,,,
Apartamento com piscina e campo de futebol em Boa Viagem,430000,Residencial,,Boa Viagem,,,,Imobiliária,2,1,65,79,1,865,,2017-04-09 23:36:16.888879,,,,,,,
Loteamento/Condomínio  em Boa Vista,3000000,Comercial,Rua do Hospício,Boa Vista,50060080,-8.0614696,-34.8841916,Imobiliária,0,0,,449,0,865,,2017-04-09 23:36:16.938903,,,,,,,
Apartamento com playground e salão de festas em Gracas,547000,Residencial,,Gracas,,,,Imobiliária,2,1,56,56,1,865,,2017-04-09 23:36:17.009463,,,,,,,
Apartamento com piscina e playground em Boa Viagem,320000,Residencial,,Boa Viagem,,,,Imobiliária,2,1,55,55,1,865,,2017-04-09 23:36:17.032584,,,,,,,
Apartamento  em Casa Forte,630000,Residencial,Estrada do Encanamento,Casa Forte,52070000,-8.031343,-34.9155798,Imobiliária,3,1,106,106,2,863,,2017-04-09 23:36:17.039793,,,,,,,
Apartamento com piscina e campo de futebol em Cordeiro,385000,Residencial,Rua Áureo Xavier,Cordeiro,50721050,-14.235004,-51.92528,Imobiliária,2,1,61,,1,862,,2017-04-09 23:36:17.525546,,,,,,,
Apartamento  em Torre,395000,Residencial,Rua Vitoriano Palhares,Torre,50710190,-8.0437237,-34.9098501,Imobiliária,3,1,75,86,1,862,,2017-04-09 23:36:17.678772,,,,,,,
Flat com piscina e churrasqueira em Boa Viagem,410000,Comercial,Avenida Conselheiro Aguiar,Boa Viagem,51021020,-14.235004,-51.92528,Imobiliária,2,1,53,,1,860,1300,2017-04-09 23:36:17.686671,,,,,,,
Apartamento com piscina e churrasqueira em Torre,1300000,Residencial,Rua Real da Torre,Torre,50710100,-8.0486012,-34.9088018,Imobiliária,4,4,203,203,3,860,,2017-04-09 23:36:17.732028,,,,,,,
Apartamento com salão de festas e salão de jogos em Madalena,262000,Residencial,Avenida Visconde de Albuquerque,Madalena,50610090,-8.0557969,-34.9070707,Imobiliária,1,1,39,39,1,860,,2017-04-09 23:36:17.986207,,,,,,,
Apartamento  em Santana,3100000,Residencial,Nestor Silva,Santana,52060410,-8.0406488,-34.9130558,Imobiliária,4,4,290,,5,860,,2017-04-09 23:36:18.023060,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,450000,Residencial,Rua Aviador Severiano Lins,Boa Viagem,51020060,-8.1083241,-34.8933502,Imobiliária,2,1,68,119,1,860,150,2017-04-09 23:36:18.142059,,,,,,,
Apartamento com estacionamento visitantes em Espinheiro,390000,Residencial,,Espinheiro,52020030,,,Imobiliária,4,1,134,134,1,860,,2017-04-09 23:36:18.221829,,,,,,,
Apartamento com frente para o mar e copa em Boa Viagem,1000000,Residencial,Avenida Boa Viagem,Boa Viagem,51030000,-8.1361284,-34.9017187,Imobiliária,4,2,155,155,2,860,,2017-04-09 23:36:18.266656,,,,,,,
Apartamento com sauna e playground em Espinheiro,410000,Residencial,Rua Samuel Campelo,Espinheiro,52050041,-8.0381496,-34.8945228,Imobiliária,3,1,79,79,1,860,,2017-04-09 23:36:18.313944,,,,,,,
Apartamento com piscina e churrasqueira em Jaqueira,2000000,Residencial,Rua Leonardo Bezerra Cavalcanti,Jaqueira,52060030,-8.0361216,-34.907129,Imobiliária,4,2,360,454,3,855,,2017-04-09 23:36:18.410556,,,,,,,
Apartamento com churrasqueira e esquina em Gracas,550000,Residencial,Av. Rose e Silva,Gracas,52050215,-8.0458758,-34.8970686,Imobiliária,4,1,179,,1,850,,2017-04-09 23:36:18.428897,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,386147,Residencial,,Casa Amarela,,,,Imobiliária,3,1,63,63,1,850,,2017-04-09 23:36:18.621922,,,,,,,
Apartamento  em Casa Amarela,630000,Residencial,Rua Guedes Pereira,Casa Amarela,52060150,-8.0306316,-34.9080692,Imobiliária,3,2,115,115,2,850,,2017-04-09 23:36:18.701017,,,,,,,
Apartamento com churrasqueira e copa em Boa Viagem,1200000,Residencial,Avenida Boa Viagem,Boa Viagem,51020001,-8.1142532,-34.891562,Imobiliária,4,2,212,212,2,850,,2017-04-09 23:36:18.955484,,,,,,,
Apartamento  em Espinheiro,320000,Residencial,Rua Quarenta e Oito,Espinheiro,52050380,-8.0439926,-34.8907583,Imobiliária,3,1,110,,1,850,,2017-04-09 23:36:44.861199,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,320000,Residencial,Não Informado,Boa Viagem,,,,Imobiliária,2,1,54,54,1,850,,2017-04-09 23:36:45.594148,,,,,,,
Apartamento  em Boa Vista,155000,Residencial,Rua do Hospício,Boa Vista,50060080,-8.0615995,-34.8842446,Imobiliária,1,0,56,56,0,850,,2017-04-09 23:36:45.734004,,,,,,,
Apartamento com piscina e churrasqueira em Ilha do Retiro,900000,Residencial,Rua Joao Elisio Ramos,Ilha do Retiro,50750380,-8.0475458,-34.8769621,Imobiliária,4,2,140,,3,850,,2017-04-09 23:36:45.996759,,,,,,,
Conjunto Comercial/Sala  em Madalena,160000,Comercial,Rua José Bonifácio,Madalena,50710435,-8.0492476,-34.9066,Imobiliária,0,0,29,40,0,850,,2017-04-09 23:36:46.324673,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,470000,Residencial,Rua Guimaraes Peixoto,Casa Amarela,52051200,-8.037329,-34.8894587,Imobiliária,3,1,77,,2,850,,2017-04-09 23:36:46.538988,,,,,,,
Apartamento  em Varzea,350000,Residencial,,Varzea,,,,Imobiliária,3,1,64,64,1,850,,2017-04-09 23:36:46.621518,,,,,,,
Apartamento com piscina e playground em Boa Viagem,1278000,Residencial,Rua Professor Júlio Ferreira de Melo,Boa Viagem,51020230,-8.1168203,-34.8993487,Imobiliária,4,4,185,185,2,850,,2017-04-09 23:36:47.155409,,,,,,,
Apartamento com piscina e salão de festas em Pina,449000,Residencial,Não Informado,Pina,,,,Imobiliária,2,1,58,58,1,850,,2017-04-09 23:36:47.242029,,,,,,,
Flat com piscina e sauna em Boa Viagem,320000,Comercial,Rua dos Navegantes,Boa Viagem,51020010,-8.1318176,-34.9003913,Imobiliária,1,1,24,24,1,850,,2017-04-09 23:36:47.351179,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,1100000,Residencial,Rua Aviador Severiano Lins,Boa Viagem,51020060,-8.1086296,-34.8935393,Pessoa Física,4,3,149,,3,850,400,2017-04-09 23:36:47.984060,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,680000,Residencial,Não Informado,Boa Viagem,,,,Imobiliária,3,1,102,102,2,850,,2017-04-09 23:36:48.484975,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,550000,Residencial,Rua Oscar Pinto,Casa Amarela,52051350,-8.0250658,-34.9128275,Imobiliária,3,1,95,95,2,850,,2017-04-09 23:36:48.704287,,,,,,,
Apartamento com piscina e churrasqueira em Caxanga,328000,Residencial,Avenida Caxangá,Caxanga,50610230,-8.0441804,-34.9331366,Imobiliária,3,1,67,67,2,850,,2017-04-09 23:36:48.987655,,,,,,,
Apartamento  em Cordeiro,249000,Residencial,Rua Comendador Álvares de Carvalho,Cordeiro,50670190,-8.042118,-34.9381428,Imobiliária,3,1,60,60,1,850,,2017-04-09 23:36:49.236181,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,760000,Residencial,Endereço Não Informado,Casa Amarela,,,,Imobiliária,3,1,156,156,2,850,,2017-04-09 23:36:49.470014,,,,,,,
Apartamento com piscina e churrasqueira em Rosarinho,830000,Residencial,Rua Nossa Senhora da Pompeia,Rosarinho,52041160,-8.0475622,-34.8769643,Imobiliária,4,4,150,,2,850,,2017-04-09 23:36:49.833466,,,,,,,
Casa com piscina em Boa Viagem,1150000,Residencial,Rua Joaquim Carneiro da Silva,Boa Viagem,51011490,-8.0980501,-34.8884015,Imobiliária,3,1,180,390,2,850,,2017-04-09 23:36:49.909038,,,,,,,
Apartamento com piscina e churrasqueira em Rosarinho,650000,Residencial,Rua Caio Pereira,Rosarinho,52041045,-8.0348055,-34.8969797,Imobiliária,4,2,105,105,2,850,,2017-04-09 23:36:49.948855,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,540000,Residencial,Rua Coronel Anízio Rodrigues Coelho,Boa Viagem,51021130,-8.1233938,-34.9071998,Imobiliária,3,1,106,184,2,850,,2017-04-09 23:36:50.189233,,,,,,,
Apartamento com piscina e churrasqueira em Madalena,1100000,Residencial,,Madalena,,,,Imobiliária,4,4,207,207,3,850,,2017-04-09 23:36:50.696160,,,,,,,
Apartamento com salão de festas em Encruzilhada,385000,Residencial,Rua Professor Otávio de Freitas,Encruzilhada,52041120,-8.0346363,-34.8945459,Imobiliária,2,1,62,62,1,850,,2017-04-09 23:36:50.719730,,,,,,,
Apartamento  em Casa Forte,1600000,Residencial,Estrada do Encanamento,Casa Forte,52060210,-8.0313716,-34.9158378,Imobiliária,4,4,193,193,4,850,,2017-04-09 23:36:50.755112,,,,,,,
Casa com frente para o mar em Gracas,2100000,Residencial,Rua Amelia,Gracas,52011050,-8.0449628,-34.899297,Imobiliária,3,0,360,495,3,850,,2017-04-09 23:36:51.180565,,,,,,,
Apartamento com copa em Torre,500000,Residencial,Rua Padre Anchieta,Torre,50710430,-8.0473311,-34.9076371,Imobiliária,4,1,206,301,2,850,,2017-04-09 23:36:51.479557,,,,,,,
Casa com copa em Afogados,670000,Residencial,Rua Dona Maria de Ângelis,Afogados,50850080,-8.0834233,-34.9181812,Imobiliária,3,1,200,420,2,850,,2017-04-09 23:36:51.895878,,,,,,,
Apartamento com piscina e churrasqueira em Casa Forte,1800000,Residencial,Rua Doutor João Santos Filho,Casa Forte,52060615,-8.0364155,-34.9119477,Imobiliária,3,3,200,200,3,850,,2017-04-09 23:36:52.086971,,,,,,,
Casa  em Cordeiro,325000,Residencial,Rua Ipiniras,Cordeiro,50721330,-8.0480852,-34.9346371,Imobiliária,3,2,83,83,1,850,,2017-04-09 23:36:52.537346,,,,,,,
Apartamento com piscina e churrasqueira em Torre,690000,Residencial,Rua Floriano Francisco Oliveira,Torre,50710210,-26.9225709,-49.0606445,Imobiliária,3,1,106,,2,850,,2017-04-09 23:36:52.705710,,,,,,,
Casa comercial  em Madalena,900000,Comercial,Rua Real da Torre,Madalena,50610000,-8.0528301,-34.9090004,Imobiliária,0,0,300,300,4,850,,2017-04-09 23:36:52.756696,,,,,,,
Casa de condomínio  em Cohab,260000,Residencial,Rua Engenho Araquara,Cohab,51270561,-8.1149346,-34.9501325,Imobiliária,3,1,160,160,0,850,,2017-04-09 23:36:52.839865,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,390000,Residencial,Rua Desembargador Motta Júnior,Casa Amarela,52051360,-8.0263291,-34.9112358,Imobiliária,3,1,79,,1,850,,2017-04-09 23:36:53.143957,,,,,,,
Apartamento com piscina e churrasqueira em Prado,460000,Residencial,Rua Japecanga,Prado,50720131,-8.049178,-34.924474,Imobiliária,3,1,82,,2,850,200,2017-04-09 23:36:53.349752,,,,,,,
Apartamento com piscina e copa em Pina,1430000,Residencial,Rua Atlântico,Pina,51011220,-8.0976932,-34.8851081,Imobiliária,4,3,136,136,2,850,,2017-04-09 23:36:53.437437,,,,,,,
Apartamento com piscina e sauna em Madalena,840000,Residencial,Rua J. A. da Silveira,Madalena,50610030,-8.0510692,-34.9058213,Imobiliária,3,1,113,113,2,850,,2017-04-09 23:36:53.639094,,,,,,,
Apartamento com salão de festas em Boa Viagem,740000,Residencial,"Rua Navegantes,Dos",Boa Viagem,51021010,-8.1197634,-34.8956066,Imobiliária,4,3,230,,2,850,,2017-04-09 23:36:53.690340,,,,,,,
Conjunto Comercial/Sala  em Boa Vista,150000,Comercial,Rua do Giriquiti,Boa Vista,50070010,,,Imobiliária,0,0,27,27,1,850,,2017-04-09 23:36:54.004806,,,,,,,
Apartamento com churrasqueira e salão de festas em Boa Viagem,900000,Residencial,Não Informado,Boa Viagem,,,,Imobiliária,3,1,180,180,1,850,,2017-04-09 23:36:54.123598,,,,,,,
Apartamento  em Boa Viagem,550000,Residencial,Rua dos Navegantes,Boa Viagem,51021010,-8.1318176,-34.9003913,Imobiliária,3,1,130,130,1,850,,2017-04-09 23:36:54.236606,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,2600000,Residencial,,Boa Viagem,,,,Imobiliária,4,4,235,235,3,850,,2017-04-09 23:36:54.324226,,,,,,,
